Id_Survey;Id_Survey_Pos;Station;Id_Station;Operation;Operation_Code;DateFull_mn;TimeStamp_mn;Latitude;Longitude;Bottom_Depth;Dist_Shore;Fishing_Depth_Upper;Fishing_Depth_Lower;Start_Latitude;Start_Longitude;End_Latitude;End_Longitude;Start_Time;End_Time;Fishing_Duration;Fishing_Distance;Cable_Length;Fishing_Speed;Horizontal_Opening;Vertical_Opening
Abracos_2;A2_7139;15;A2_15;BotTrawl;A2_BotTrawl_15;14/04/2017 12:47;1492184820;-7.778921;-34.752215;21.35;8393.5;21;21;-7.7790003;-34.755573;-7.7789553;-34.7482117;14/04/2017 12:43;14/04/2017 12:51;540;918.25;70;3.4;13.4;NaN
Abracos_2;A2_7707;16;A2_16;MICRO;A2_MICRO_16;14/04/2017 22:15;1492218900;-7.608528;-33.974252;4168.15;92669.68;680;850;-7.6039893;-33.9927237;-7.6137017;-33.9551925;14/04/2017 21:52;14/04/2017 22:39;2880;4400.3;1650;3;13.4;NaN
Abracos_2;A2_8437;17;A2_17;BotTrawl;A2_BotTrawl_17;15/04/2017 10:25;1492262700;-7.415531;-34.612565;26.6;21265.39;25;25;-7.4168243;-34.6093003;-7.413896;-34.6166363;15/04/2017 10:21;15/04/2017 10:30;600;972.37;90;3;NaN;NaN
Abracos_2;A2_8933;19;A2_19;BotTrawl;A2_BotTrawl_19;15/04/2017 18:40;1492292400;-7.233362;-34.470956;55.9;36280.77;56;56;-7.2353702;-34.470532;-7.2299685;-34.4715503;15/04/2017 18:38;15/04/2017 18:43;360;736.68;205;3.8;13.8;NaN
Abracos_2;A2_9149;20;A2_20;BotTrawl;A2_BotTrawl_20;15/04/2017 22:16;1492305360;-7.248623;-34.708566;18.65;10669.08;18;18;-7.2470893;-34.7117608;-7.2507997;-34.7042852;15/04/2017 22:12;15/04/2017 22:21;600;1036.41;80;3.5;12.5;2.8
Abracos_2;A2_9960;21;A2_21;MICRO;A2_MICRO_21;16/04/2017 11:47;1492354020;-6.824271;-34.323043;2864.23;58532.83;765;765;-6.8407018;-34.3063962;-6.8067435;-34.3415193;16/04/2017 11:23;16/04/2017 12:12;3000;5545.02;1650;2.8;13.1;7.8
Abracos_2;A2_10402;22;A2_22;BotTrawl;A2_BotTrawl_22;16/04/2017 19:09;1492380540;-6.879465;-34.789354;16.15;7768.97;15;15;-6.879593;-34.7908513;-6.8794462;-34.7871265;16/04/2017 19:07;16/04/2017 19:12;360;487.99;70;2.7;11.5;2.6
Abracos_2;A2_10464;22;A2_22;MICRO;A2_MICRO_22;16/04/2017 20:11;1492384260;-6.890508;-34.758508;19.7;10846.67;10;10;-6.8881555;-34.7619582;-6.8932662;-34.7543645;16/04/2017 20:06;16/04/2017 20:17;720;1090.37;65;3.5;13;2
Abracos_2;A2_11341;23;A2_23;BotTrawl;A2_BotTrawl_23;17/04/2017 10:48;1492436880;-6.348254;-34.801416;48.75;20761.86;48;48;-6.3466155;-34.8018865;-6.3508072;-34.800593;17/04/2017 10:46;17/04/2017 10:51;360;588.28;166;3.3;13;3
Abracos_2;A2_11939;24;A2_24;BotTrawl;A2_BotTrawl_24;17/04/2017 20:46;1492472760;-6.160976;-34.980481;23.05;10099.38;23;23;-6.161049;-34.9795475;-6.160875;-34.9823697;17/04/2017 20:45;17/04/2017 20:48;240;420.47;77;3.3;NaN;2.4
Abracos_2;A2_12149;25;A2_25;BotTrawl;A2_BotTrawl_25;18/04/2017 00:16;1492485360;-5.984995;-35.042553;17.9;7507.22;17;17;-5.9859087;-35.0423072;-5.9830043;-35.0430663;18/04/2017 00:15;18/04/2017 00:18;240;440.52;61;3.2;NaN;2.7
Abracos_2;A2_12831;26;A2_26;MICRO;A2_MICRO_26;18/04/2017 11:38;1492526280;-5.834968;-34.823413;2622.48;36464.4;97;97;-5.8190697;-34.8127812;-5.8507787;-34.8339958;18/04/2017 11:10;18/04/2017 12:06;3420;4312.51;330;3.3;12.6;9.2
Abracos_2;A2_13203;27;A2_27;BotTrawl;A2_BotTrawl_27;18/04/2017 17:52;1492548720;-5.639407;-35.140797;16.15;8589.98;15;15;-5.6379495;-35.1418247;-5.64156;-35.1392662;18/04/2017 17:50;18/04/2017 17:55;360;584.06;55;3.6;13.6;2.7
Abracos_2;A2_13502;28;A2_28;MICRO;A2_MICRO_28;18/04/2017 22:51;1492566660;-5.625213;-34.783837;2861.06;46205.63;65;145;-5.6169365;-34.7854647;-5.6333658;-34.7819963;18/04/2017 22:33;18/04/2017 23:10;2280;1923.92;435;3.5;12;9.3
Abracos_2;A2_14170;29;A2_29;BotTrawl;A2_BotTrawl_29;19/04/2017 09:59;1492606740;-5.16531;-35.223294;23.7;21004.88;22;22;-5.1700203;-35.2226062;-5.1603932;-35.2239998;19/04/2017 09:54;19/04/2017 10:04;660;1191.22;76;3.5;12.3;2.5
Abracos_2;A2_14333;30;A2_30;BotTrawl;A2_BotTrawl_30;19/04/2017 12:42;1492616520;-5.104696;-35.147488;37.7;31682.33;36;36;-5.1064887;-35.1462337;-5.1029662;-35.1487032;19/04/2017 12:40;19/04/2017 12:44;300;595.78;130;3.2;NaN;2.8
Abracos_2;A2_14596;31;A2_31;MICRO;A2_MICRO_31;19/04/2017 17:05;1492632300;-4.982828;-34.942487;746.57;58210.08;450;450;-4.9759153;-34.9512267;-4.990595;-34.9319572;19/04/2017 16:47;19/04/2017 17:23;1800;2687;1555;3;14.6;8.4
Abracos_2;A2_15613;32;A2_32;BotTrawl;A2_BotTrawl_32;20/04/2017 10:02;1492693320;-4.890686;-35.432819;35.55;30414.68;34;34;-4.8914597;-35.4320563;-4.8893652;-35.4342667;20/04/2017 10:01;20/04/2017 10:04;240;443.32;120;3.6;NaN;2.4
Abracos_2;A2_15929;33;A2_33;BotTrawl;A2_BotTrawl_33;20/04/2017 15:18;1492712280;-4.723075;-35.58776;67.6;43686.71;64;64;-4.7230943;-35.5867807;-4.723087;-35.5896258;20/04/2017 15:17;20/04/2017 15:20;180;340;244;3.4;NaN;2.7
Abracos_2;A2_16386;35;A2_35;MICRO;A2_MICRO_35;20/04/2017 22:55;1492739700;-4.317884;-35.518452;2887.15;89250.67;630;660;-4.3269532;-35.4973818;-4.3092557;-35.5384433;20/04/2017 22:35;20/04/2017 23:15;2460;5090.01;1650;2.8;NaN;9.1
Abracos_2;A2_17299;38;A2_38;BotTrawl;A2_BotTrawl_38;21/04/2017 14:08;1492794480;-4.857651;-35.834716;36.55;23610.34;33;33;-4.8579505;-35.8366532;-4.8572122;-35.831763;21/04/2017 14:06;21/04/2017 14:11;360;649.26;120;3.4;NaN;NaN
Abracos_2;A2_19485;39;A2_39;MICRO;A2_MICRO_39;24/04/2017 22:13;1493082780;-4.860768;-34.072205;4006.87;149067.68;650;800;-4.8741323;-34.0589677;-4.8480108;-34.0851293;24/04/2017 21:49;24/04/2017 22:37;2940;4187.16;1650;1.8;NaN;NaN
Abracos_2;A2_21686;40a;A2_40a;MICRO;A2_MICRO_40a;26/04/2017 10:54;1493214840;-3.523647;-32.519881;4115.44;372720.95;440;440;-3.5225088;-32.527713;-3.5252148;-32.5112713;26/04/2017 10:43;26/04/2017 11:06;1440;1916.88;830;4;13.4;NaN
Abracos_2;A2_21777;40b;A2_40b;MICRO;A2_MICRO_40b;26/04/2017 12:25;1493220300;-3.518539;-32.538095;4125.08;371231.19;225;225;-3.519957;-32.5302737;-3.5174922;-32.5468248;26/04/2017 12:14;26/04/2017 12:37;1440;1932.99;650;1.3;12.2;NaN
Abracos_2;A2_22347;41a;A2_41a;MICRO;A2_MICRO_41a;26/04/2017 21:55;1493254500;-3.326975;-32.415743;4201.91;394089.33;430;430;-3.3330938;-32.4116753;-3.3205033;-32.4195948;26/04/2017 21:44;26/04/2017 22:06;1380;1738.68;810;2.3;12.2;6
Abracos_2;A2_22435;41b;A2_41b;MICRO;A2_MICRO_41b;26/04/2017 23:23;1493259780;-3.323076;-32.423517;4200.67;393665.59;25;25;-3.3210275;-32.428412;-3.3254898;-32.4179533;26/04/2017 23:16;26/04/2017 23:31;960;1346.21;60;NaN;12.4;NaN
Abracos_2;A2_23276;42a;A2_42a;MICRO;A2_MICRO_42a;27/04/2017 13:24;1493310240;-3.257648;-31.807498;4323.81;455973.32;781;781;-3.2578033;-31.8080693;-3.2573185;-31.8063603;27/04/2017 13:23;27/04/2017 13:26;240;246.54;1660;NaN;17.3;NaN
Abracos_2;A2_23381;42b;A2_42b;MICRO;A2_MICRO_42b;27/04/2017 15:09;1493316540;-3.2603;-31.829059;4319.05;453679.65;50;50;-3.262122;-31.8165198;-3.2577083;-31.844611;27/04/2017 14:52;27/04/2017 15:26;2100;3264.2;105;NaN;NaN;NaN
Abracos_2;A2_24702;44a;A2_44a;MICRO;A2_MICRO_44a;28/04/2017 13:10;1493395800;-3.872529;-32.277112;2325.91;376915.12;850;850;-3.8812358;-32.2925867;-3.8621172;-32.2722237;28/04/2017 12:44;28/04/2017 13:36;3180;3380.83;1662;2.3;13.3;NaN
Abracos_2;A2_24821;44b;A2_44b;MICRO;A2_MICRO_44b;28/04/2017 15:09;1493402940;-3.883463;-32.308178;1893.4;373304.1;130;130;-3.8717935;-32.2995858;-3.8876522;-32.3194515;28/04/2017 14:47;28/04/2017 15:31;2700;3047.07;223;NaN;11.3;NaN
Abracos_2;A2_25245;45a;A2_45a;MESO;A2_MESO_45a;28/04/2017 22:14;1493428440;-4.237965;-32.027287;4348.56;385218.03;30;30;-4.2374877;-32.0354385;-4.2379917;-32.0264825;28/04/2017 21:54;28/04/2017 22:35;2520;1323.12;110;2.5;NaN;NaN
Abracos_2;A2_25306;45b;A2_45b;MESO;A2_MESO_45b;28/04/2017 23:15;1493432100;-4.239595;-32.011667;4355.23;386773.43;50;50;-4.2386878;-32.0214533;-4.244357;-32.0066352;28/04/2017 22:53;28/04/2017 23:38;2760;2297.18;145;2.6;NaN;NaN
Abracos_2;A2_26063;46a;A2_46a;MESO;A2_MESO_46a;29/04/2017 11:52;1493477520;-4.150628;-32.288696;4152.76;361957.17;360;360;-4.1420198;-32.304111;-4.1611937;-32.2847427;29/04/2017 11:20;29/04/2017 12:24;3900;3498.16;710;3;NaN;NaN
Abracos_2;A2_26170;46b;A2_46b;MESO;A2_MESO_46b;29/04/2017 13:39;1493483940;-4.183707;-32.25649;4201.45;363596.14;440;440;-4.1749262;-32.2678298;-4.1963698;-32.257322;29/04/2017 13:08;29/04/2017 14:10;3780;3324.78;755;2.6;NaN;NaN
Abracos_2;A2_27435;48a;A2_48a;MICRO;A2_MICRO_48a;30/04/2017 10:44;1493559840;-4.420786;-32.956537;4277.06;282033.6;510;510;-4.4181347;-32.9644595;-4.4235773;-32.9487417;30/04/2017 10:30;30/04/2017 10:58;1740;1918.86;960;3.2;13.4;NaN
Abracos_2;A2_27541;48b;A2_48b;MICRO;A2_MICRO_48b;30/04/2017 12:30;1493566200;-4.447468;-32.932968;4291.2;283182.14;70;70;-4.4403248;-32.9375982;-4.454481;-32.9283597;30/04/2017 12:15;30/04/2017 12:45;1860;1928.55;140;2.8;10.6;NaN
Abracos_2;A2_28085;49a;A2_49a;MICRO;A2_MICRO_49a;30/04/2017 21:34;1493598840;-4.179997;-33.260164;2371.95;264725.15;770;1020;-4.1772463;-33.2687308;-4.1827655;-33.251054;30/04/2017 21:17;30/04/2017 21:52;2160;2120;1660;3.1;12.2;NaN
Abracos_2;A2_28211;49b;A2_49b;MICRO;A2_MICRO_49b;30/04/2017 23:40;1493606400;-4.172808;-33.268018;2667.37;264343.36;90;90;-4.176221;-33.2594362;-4.1693335;-33.2766157;30/04/2017 23:27;30/04/2017 23:53;1620;2134.97;155;1.3;NaN;NaN
Abracos_2;A2_28879;50a;A2_50a;MICRO;A2_MICRO_50a;01/05/2017 10:48;1493646480;-3.816958;-32.598764;2156.67;348525.82;615;615;-3.8169577;-32.5987637;-3.8169577;-32.5987637;01/05/2017 10:48;01/05/2017 10:48;60;76.41;1100;2.2;NaN;NaN
Abracos_2;A2_29008;50b;A2_50b;MICRO;A2_MICRO_50b;01/05/2017 12:57;1493654220;-3.82126;-32.640259;2169.31;344321.44;115;115;-3.8116893;-32.6397813;-3.8303592;-32.6394487;01/05/2017 12:44;01/05/2017 13:10;1620;2144.12;265;2.6;NaN;NaN
Abracos_2;A2_29077;50c;A2_50c;MICRO;A2_MICRO_50c;01/05/2017 14:06;1493658360;-3.838341;-32.61722;1613.75;345608.79;58;58;-3.8355463;-32.6233023;-3.8419037;-32.6110143;01/05/2017 13:56;01/05/2017 14:17;1320;1611.49;115;3.6;NaN;NaN
Abracos_2;A2_30393;52a;A2_52a;MICRO;A2_MICRO_52a;02/05/2017 12:02;1493737320;-3.712675;-33.414904;3582.4;278634.41;822;984;-3.7211573;-33.4193797;-3.70393;-33.4100477;02/05/2017 11:47;02/05/2017 12:18;1920;2235.25;1662;NaN;13;NaN
Abracos_2;A2_30526;52b;A2_52b;MICRO;A2_MICRO_52b;02/05/2017 14:15;1493745300;-3.704186;-33.384285;3506.46;281820.74;388;388;-3.6990033;-33.3914855;-3.7094887;-33.3766967;02/05/2017 14:00;02/05/2017 14:30;1860;2085.78;660;2.6;13;NaN
Abracos_2;A2_31015;53a;A2_53a;MICRO;A2_MICRO_53a;02/05/2017 22:24;1493774640;-3.825817;-33.98356;3159.17;222440.23;610;610;-3.816312;-33.9880865;-3.8349407;-33.9795862;02/05/2017 22:08;02/05/2017 22:40;1980;2333.46;1100;2.2;13.1;NaN
Abracos_2;A2_31123;53b;A2_53b;MICRO;A2_MICRO_53b;03/05/2017 00:12;1493781120;-3.81881;-33.961867;3001.24;224730.56;65;65;-3.8298003;-33.9617188;-3.8078328;-33.9620933;02/05/2017 23:57;03/05/2017 00:27;1860;2522.32;110;2.7;10.6;NaN
Abracos_2;A2_31778;54a;A2_54a;MICRO;A2_MICRO_54a;03/05/2017 11:07;1493820420;-3.7772;-34.72581;1135.02;175448.93;95;95;-3.7710765;-34.7273975;-3.7830362;-34.7248075;03/05/2017 10:52;03/05/2017 11:22;1860;1407.53;200;2.6;12.2;7.1
Abracos_2;A2_31920;54b;A2_54b;MICRO;A2_MICRO_54b;03/05/2017 13:29;1493828940;-3.749447;-34.675514;2458;180889.6;830;1030;-3.7547655;-34.6844322;-3.7442167;-34.6679112;03/05/2017 13:11;03/05/2017 13:47;2220;2234.58;1662;2.5;14.1;NaN
Abracos_2;A2_33208;56a;A2_56a;MICRO;A2_MICRO_56a;04/05/2017 10:57;1493906220;-3.936321;-35.416678;1933.18;132927.91;110;110;-3.9337795;-35.4209677;-3.9398102;-35.4112808;04/05/2017 10:40;04/05/2017 11:15;2160;1310.28;300;2.6;12.2;NaN
Abracos_2;A2_33306;56b;A2_56b;MICRO;A2_MICRO_56b;04/05/2017 12:35;1493912100;-3.969542;-35.400142;1651.41;129631.55;440;440;-3.9622505;-35.4059693;-3.9778537;-35.3934593;04/05/2017 12:19;04/05/2017 12:52;2040;2281.3;915;2.1;12.9;NaN
Abracos_2;A2_33409;56c;A2_56c;MICRO;A2_MICRO_56c;04/05/2017 14:18;1493918280;-3.977762;-35.379607;1433.6;129190.73;260;260;-3.9797093;-35.3844312;-3.9757952;-35.373602;04/05/2017 14:03;04/05/2017 14:34;1920;1325.4;510;1.3;13.1;NaN
Abracos_2;A2_34724;58a;A2_58a;MICRO;A2_MICRO_58a;05/05/2017 12:13;1493997180;-3.945217;-36.115577;1751.48;122871.26;520;520;-3.948211;-36.1038642;-3.9412088;-36.1278973;05/05/2017 11:58;05/05/2017 12:29;1920;2869.95;1235;1.2;14.1;NaN
Abracos_2;A2_34817;58b;A2_58b;MICRO;A2_MICRO_58b;05/05/2017 13:46;1494002760;-3.956961;-36.156119;2091.58;122191.8;90;90;-3.9485592;-36.15487;-3.9658165;-36.157753;05/05/2017 13:31;05/05/2017 14:01;1860;2016.34;180;3.3;11.2;NaN
Abracos_2;A2_34914;58c;A2_58c;MICRO;A2_MICRO_58c;05/05/2017 15:23;1494008580;-3.949982;-36.177086;2080.17;123350.63;13;13;-3.953981;-36.1828757;-3.9457895;-36.1710293;05/05/2017 15:06;05/05/2017 15:41;2160;1644.95;NaN;3.2;21.1;NaN
Abracos_2;A2_35328;59a;A2_59a;MICRO;A2_MICRO_59a;05/05/2017 22:17;1494033420;-3.634507;-36.046344;3243.42;156602.19;700;1113;-3.6337867;-36.0529517;-3.6355312;-36.0396118;05/05/2017 21:57;05/05/2017 22:37;2460;1542.53;1662;3.5;13;NaN
Abracos_2;A2_35444;59b;A2_59b;MICRO;A2_MICRO_59b;06/05/2017 00:13;1494040380;-3.643348;-36.033838;3247.52;155553.94;110;110;-3.6434497;-36.0377127;-3.6433723;-36.0297147;06/05/2017 00:00;06/05/2017 00:26;1620;908.17;350;3.3;11.9;NaN
Abracos_2;A2_36111;60a;A2_60a;MICRO;A2_MICRO_60a;06/05/2017 11:20;1494080400;-3.530337;-36.379112;3079.27;167326.52;445;445;-3.5309897;-36.3845562;-3.5296613;-36.3738017;06/05/2017 11:07;06/05/2017 11:33;1620;1240.88;1099;3.1;NaN;NaN
Abracos_2;A2_36215;60b;A2_60b;MICRO;A2_MICRO_60b;06/05/2017 13:04;1494086640;-3.53092;-36.35026;3104.64;168638.97;670;700;-3.5285982;-36.3555093;-3.5341968;-36.3434748;06/05/2017 12:49;06/05/2017 13:19;1860;1530.1;1375;3.6;NaN;NaN
