Species;Code_Species;Compartment;AphiaID_Worms;Scientific_Name_Worms;Authority_Worms;Kingdom;Phylum;Class;Order;Family;Genus;rank
Hygophum hygomii;Hygo.hygo;FISH;126603;Hygophum hygomii;(Lütken, 1892);Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;Hygophum;Species
Hygophum macrochir;Hygo.macr;FISH;158895;Hygophum macrochir;(Günther, 1864);Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;Hygophum;Species
Hygophum reinhardtii;Hygo.rein;FISH;126604;Hygophum reinhardtii;(Lütken, 1892);Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;Hygophum;Species
Hygophum taaningi;Hygo.taan;FISH;126605;Hygophum taaningi;Becker, 1965;Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;Hygophum;Species
Hypanus americanus;Hypa.amer;FISH;1042856;Hypanus americanus;(Hildebrand & Schroeder, 1928);Animalia;Chordata;Elasmobranchii;Myliobatiformes;Dasyatidae;Hypanus;Species
Hypanus marianae;Hypa.mari;FISH;1042862;Hypanus marianae;(Gomes, Rosa & Gadig, 2000);Animalia;Chordata;Elasmobranchii;Myliobatiformes;Dasyatidae;Hypanus;Species
Hypanus sp.;Hypa.sp;FISH;1042855;Hypanus;Rafinesque, 1818;Animalia;Chordata;Elasmobranchii;Myliobatiformes;Dasyatidae;Hypanus;Genus
Hypnea pseudomusciformis;Hypn.pseu;MACROALGAE;840910;Hypnea pseudomusciformis;Nauer, Cassano & M.C.Oliveira, 2015;Plantae;Rhodophyta;Florideophyceae;Gigartinales;Cystocloniaceae;Hypnea;Species
Hypnea spinella;Hypn.spin;MACROALGAE;145635;Hypnea spinella;(C.Agardh) Kützing, 1847;Plantae;Rhodophyta;Florideophyceae;Gigartinales;Cystocloniaceae;Hypnea;Species
Hyporhamphus roberti;Hypo.robe;FISH;293617;Hyporhamphus roberti;(Valenciennes, 1847);Animalia;Chordata;Teleostei;Beloniformes;Hemiramphidae;Hyporhamphus;Species
Iasis cylindrica (sol);Ias.cyl.sol;GELATINOUS;268130;Iasis cylindrica;(Cuvier, 1804);Animalia;Chordata;Thaliacea;Salpida;Salpidae;Iasis;Species
Ichthyococcus polli;Icht.poll;FISH;274956;Ichthyococcus polli;Blache, 1964;Animalia;Chordata;Teleostei;Stomiiformes;Phosichthyidae;Ichthyococcus;Species
Illex coindetii;Ille.coin;MOLL;140621;Illex coindetii;(Vérany, 1839);Animalia;Mollusca;Cephalopoda;Oegopsida;Ommastrephidae;Illex;Species
Ircinia felix;Irci.feli;SPONGES;165020;Ircinia felix;(Duchassaing & Michelotti, 1864);Animalia;Porifera;Demospongiae;Dictyoceratida;Irciniidae;Ircinia;Species
Ircinia sp.;Irci.sp;SPONGES;131751;Ircinia;Nardo, 1833;Animalia;Porifera;Demospongiae;Dictyoceratida;Irciniidae;Ircinia;Genus
Ircinia strobilina;Irci.stro;SPONGES;165051;Ircinia strobilina;(Lamarck, 1816);Animalia;Porifera;Demospongiae;Dictyoceratida;Irciniidae;Ircinia;Species
Isistius brasiliensis;Isis.bras;FISH;215612;Isistius brasiliensis;(Quoy & Gaimard, 1824);Animalia;Chordata;Elasmobranchii;Squaliformes;Dalatiidae;Isistius;Species
Janicella spinicauda;Jani.spin;CRUS;107592;Janicella spinicauda;(A. Milne-Edwards, 1883);Animalia;Arthropoda;Malacostraca;Decapoda;Oplophoridae;Janicella;Species
Japetella diaphana;Jape.diap;MOLL;138849;Japetella diaphana;Hoyle, 1885;Animalia;Mollusca;Cephalopoda;Octopoda;Amphitretidae;Japetella;Species
Jellyfish;Jellyfish;GELATINOUS;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Kali kerberti;Kali.kerb;FISH;302801;Kali kerberti;(Weber, 1913);Animalia;Chordata;Teleostei;Scombriformes;Chiasmodontidae;Kali;Species
Labichthys carinatus;Labi.cari;FISH;158588;Labichthys carinatus;Gill & Ryder, 1883;Animalia;Chordata;Teleostei;Anguilliformes;Nemichthyidae;Labichthys;Species
Labridae sp.;Labridae.sp;FISH;125541;Labridae;Cuvier, 1816;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Labridae;NaN;Family
Lactophrys trigonus;Lact.trig;FISH;158931;Lactophrys trigonus;(Linnaeus, 1758);Animalia;Chordata;Teleostei;Tetraodontiformes;Ostraciidae;Lactophrys;Species
Lampadena anomala;Lamp.anom;FISH;126606;Lampadena anomala;Parr, 1928;Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;Lampadena;Species
Lampadena chavesi;Lamp.chav;FISH;126607;Lampadena chavesi;Collett, 1905;Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;Lampadena;Species
Lampadena luminosa;Lamp.lumi;FISH;158896;Lampadena luminosa;(Garman, 1899);Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;Lampadena;Species
Lampadena sp.;Lampadena.sp;FISH;125824;Lampadena;Goode & Bean, 1893;Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;Lampadena;Genus
Lampanyctus alatus;Lamp.alat;FISH;126610;Lampanyctus alatus;Goode & Bean, 1896;Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;Lampanyctus;Species
Lampanyctus festivus;Lamp.fest;FISH;126614;Lampanyctus festivus;Tåning, 1928;Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;Lampanyctus;Species
Lampanyctus lineatus;Nano.line;FISH;126616;Lampanyctus lineatus;Tåning, 1928;Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;Nannobrachium;Species
Lampanyctus nobilis;Lamp.nobi;FISH;158897;Lampanyctus nobilis;Tåning, 1928;Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;Lampanyctus;Species
Lampanyctus sp.;Lampanyctus.sp;FISH;125825;Lampanyctus;Bonaparte, 1840;Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;Lampanyctus;Genus
Lampanyctus tenuiformis;Lamp.tenu;FISH;158898;Lampanyctus tenuiformis;(Brauer, 1906);Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;Lampanyctus;Species
Laurencia sp.;Laurencia.sp;MACROALGAE;143914;Laurencia;J.V.Lamouroux, 1813;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae;Laurencia;Genus
Leachia atlantica;Leac.atla;MOLL;139425;Leachia atlantica;(Degner, 1925);Animalia;Mollusca;Cephalopoda;Oegopsida;Cranchiidae;Leachia;Species
Leander sp.;Lean.sp;CRUS;107031;Leander;Desmarest, 1849;Animalia;Arthropoda;Malacostraca;Decapoda;Palaemonidae;Leander;Genus
Lensia sp.;Lens.sp;GELATINOUS;135365;Lensia;Totton, 1932;Animalia;Cnidaria;Hydrozoa;Siphonophorae;Diphyidae;Lensia;Genus
Lepidocybium flavobrunneum;Lepi.flav;FISH;126863;Lepidocybium flavobrunneum;(Smith, 1843);Animalia;Chordata;Teleostei;Scombriformes;Gempylidae;Lepidocybium;Species
Lepidophanes guentheri;Lepi.guen;FISH;126621;Lepidophanes guentheri;(Goode & Bean, 1896);Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;Lepidophanes;Species
Lepidophanes sp.;Lepi.sp;FISH;125826;Lepidophanes;Fraser-Brunner, 1949;Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;Lepidophanes;Genus
Leptocephalus sp.;Leptocephalus.sp;FISH;NaN;Leptocephalus;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Leptochela carinata;Lept.cari;CRUS;585682;Leptochela carinata;Ortmann, 1893;Animalia;Arthropoda;Malacostraca;Decapoda;Pasiphaeidae;Leptochela;Species
Leptochela sp.;Leptochela.sp;CRUS;107050;Leptochela;Stimpson, 1860;Animalia;Arthropoda;Malacostraca;Decapoda;Pasiphaeidae;Leptochela;Genus
Leptostomias gladiator;Lept.glad;FISH;127355;Leptostomias gladiator;(Zugmayer, 1911);Animalia;Chordata;Teleostei;Stomiiformes;Stomiidae;Leptostomias;Species
Leptostomias sp.;Leptostomias.sp;FISH;126212;Leptostomias;Gilbert, 1905;Animalia;Chordata;Teleostei;Stomiiformes;Stomiidae;Leptostomias;Genus
Lestidiops sp.;Lest.sp;FISH;125675;Lestidiops;Hubbs, 1916;Animalia;Chordata;Teleostei;Aulopiformes;Paralepididae;Lestidiops;Genus
Lestrolepis intermedia;Lest.inte;FISH;158873;Lestrolepis intermedia;(Poey, 1868);Animalia;Chordata;Teleostei;Aulopiformes;Paralepididae;Lestrolepis;Species
Liguriella podophthalma;Ligu.podo;MOLL;342354;Liguriella podophthalma;Issel, 1908;Animalia;Mollusca;Cephalopoda;Oegopsida;Cranchiidae;Liguriella;Species
Liocranchia reinhardtii;Lioc.rein;MOLL;341818;Liocranchia reinhardtii;(Steenstrup, 1856);Animalia;Mollusca;Cephalopoda;Oegopsida;Cranchiidae;Liocranchia;Species
Liocranchia sp.;Lioc.sp;MOLL;137851;Liocranchia;Pfeffer, 1884;Animalia;Mollusca;Cephalopoda;Oegopsida;Cranchiidae;Liocranchia;Genus
Lirophora paphia;Chio.paph;MOLL;420943;Lirophora paphia;(Linnaeus, 1767);Animalia;Mollusca;Bivalvia;Venerida;Veneridae;Chione;Species
Lobophora sp.;Lobo.sp;MACROALGAE;144087;Lobophora;J.Agardh, 1894;Chromista;Ochrophyta;Phaeophyceae;Dictyotales;Dictyotaceae;Lobophora;Genus
Lobophora variegata;Lobo.vari;MACROALGAE;145381;Lobophora variegata;(J.V.Lamouroux) Womersley ex E.C.Oliveira, 1977;Chromista;Ochrophyta;Phaeophyceae;Dictyotales;Dictyotaceae;Lobophora;Species
Lophotus sp.;Loph.sp;FISH;125784;Lophotus;Giorna, 1809;Animalia;Chordata;Teleostei;Lampriformes;Lophotidae;Lophotus;Genus
Lutjanus analis;Lutj.anal;FISH;159792;Lutjanus analis;(Cuvier, 1828);Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Lutjanidae;Lutjanus;Species
Lutjanus synagris;Lutj.syna;FISH;159800;Lutjanus synagris;(Linnaeus, 1758);Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Lutjanidae;Lutjanus;Species
Lycengraulis grossidens;Lyce.gros;FISH;281446;Lycengraulis grossidens;(Spix & Agassiz, 1829);Animalia;Chordata;Teleostei;Clupeiformes;Engraulidae;Lycengraulis;Species
Lysiosquilloidea sp.;Lysi.sp;CRUS;155822;Lysiosquilloidea;Giesbrecht, 1910;Animalia;Arthropoda;Malacostraca;Stomatopoda;NaN;NaN;Superfamily
Macroparalepis brevis;Macr.brev;FISH;126357;Macroparalepis brevis;Ege, 1933;Animalia;Chordata;Teleostei;Aulopiformes;Paralepididae;Macroparalepis;Species
Macrostrombus costatus;Loba.cost;MOLL;1429775;Macrostrombus costatus;(Gmelin, 1791);Animalia;Mollusca;Gastropoda;Littorinimorpha;Strombidae;Lobatus;Species
Macrotritopus defilippi;Octo.defi;MOLL;534126;Macrotritopus defilippi;(Vérany, 1851);Animalia;Mollusca;Cephalopoda;Octopoda;Octopodidae;Octopus;Species
Macrouridae sp.;Macr.sp;FISH;125471;Macrouridae;Bonaparte, 1831;Animalia;Chordata;Teleostei;Gadiformes;Macrouridae;NaN;Family
Macrouroides inflaticeps;Macr.infl;FISH;281486;Macrouroides inflaticeps;Smith & Radcliffe, 1912;Animalia;Chordata;Teleostei;Gadiformes;Macrouridae;Macrouroides;Species
Magnoteuthis magna;Magn.magn;MOLL;759131;Magnoteuthis magna;(Joubin, 1913);Animalia;Mollusca;Cephalopoda;Oegopsida;Mastigoteuthidae;Magnoteuthis;Species
Malacanthus plumieri;Mala.plum;FISH;277261;Malacanthus plumieri;(Bloch, 1786);Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Malacanthidae;Malacanthus;Species
Malacosteus niger;Mala.nige;FISH;127358;Malacosteus niger;Ayres, 1848;Animalia;Chordata;Teleostei;Stomiiformes;Stomiidae;Malacosteus;Species
Manducus maderensis;Mand.made;FISH;281518;Manducus maderensis;(Johnson, 1890);Animalia;Chordata;Teleostei;Stomiiformes;Gonostomatidae;Manducus;Species
Margrethia obtusirostra;Marg.obtu;FISH;127297;Margrethia obtusirostra;Jespersen & Tåning, 1919;Animalia;Chordata;Teleostei;Stomiiformes;Gonostomatidae;Margrethia;Species
Maurolicus sp.;Maur.sp;FISH;126197;Maurolicus;Cocco, 1838;Animalia;Chordata;Teleostei;Stomiiformes;Sternoptychidae;Maurolicus;Genus
Megacalanus princeps princeps;Mega.prin;CRUS;730985;Megacalanus princeps princeps;Wolfenden, 1904;Animalia;Arthropoda;Copepoda;Calanoida;Megacalanidae;Megacalanus;Species
Melamphaes eulepis;Mela.eule;FISH;274926;Melamphaes eulepis;Ebeling, 1962;Animalia;Chordata;Teleostei;Beryciformes;Melamphaidae;Melamphaes;Species
Melamphaes leprus;Mela.lepr;FISH;274931;Melamphaes leprus;Ebeling, 1962;Animalia;Chordata;Teleostei;Beryciformes;Melamphaidae;Melamphaes;Species
Melamphaes longivelis;Mela.long;FISH;127267;Melamphaes longivelis;Parr, 1933;Animalia;Chordata;Teleostei;Beryciformes;Melamphaidae;Melamphaes;Species
Melamphaes polylepis;Mela.poly;FISH;159328;Melamphaes polylepis;Ebeling, 1962;Animalia;Chordata;Teleostei;Beryciformes;Melamphaidae;Melamphaes;Species
Melamphaes sp. nov. 1;Melamphaes.sp.nov1;FISH;126181;Melamphaes;Günther, 1864;Animalia;Chordata;Teleostei;Beryciformes;Melamphaidae;Melamphaes;Genus
Melamphaes typhlops;Mela.typh;FISH;127271;Melamphaes typhlops;(Lowe, 1843);Animalia;Chordata;Teleostei;Beryciformes;Melamphaidae;Melamphaes;Species
Melanocetus johnsonii;Mela.john;FISH;126556;Melanocetus johnsonii;Günther, 1864;Animalia;Chordata;Teleostei;Lophiiformes;Melanocetidae;Melanocetus;Species
Melanocetus sp.;Melanocetus.sp;FISH;125803;Melanocetus;Günther, 1864;Animalia;Chordata;Teleostei;Lophiiformes;Melanocetidae;Melanocetus;Genus
Melanolagus bericoides;Mela.beri;FISH;126721;Melanolagus bericoides;(Borodin, 1929);Animalia;Chordata;Teleostei;Argentiniformes;Bathylagidae;Melanolagus;Species
Melanonus zugmayeri;Mela.zugm;FISH;126483;Melanonus zugmayeri;Norman, 1930;Animalia;Chordata;Teleostei;Gadiformes;Melanonidae;Melanonus;Species
Melanostomias bartonbeani;Mela.spil;FISH;127359;Melanostomias bartonbeani;Parr, 1927;Animalia;Chordata;Teleostei;Stomiiformes;Stomiidae;Melanostomias;Species
Melanostomias biseriatus;Mela.bise;FISH;127360;Melanostomias biseriatus;Regan & Trewavas, 1930;Animalia;Chordata;Teleostei;Stomiiformes;Stomiidae;Melanostomias;Species
Melanostomias dio;Mela.dio;FISH;NaN;Melanostomias dio;Villarins, Fischer, Prokofiev & Mincarone, 2023;Animalia;Chordata;Teleostei;Stomiiformes;Stomiidae;Melanostomias;Species
Melanostomias sp.;Melanostomias.sp;FISH;126214;Melanostomias;Brauer, 1902;Animalia;Chordata;Teleostei;Stomiiformes;Stomiidae;Melanostomias;Genus
Melanostomias tentaculatus;Mela.tent;FISH;127364;Melanostomias tentaculatus;(Regan & Trewavas, 1930);Animalia;Chordata;Teleostei;Stomiiformes;Stomiidae;Melanostomias;Species
Meningodora longisulca;Meni.long;CRUS;514274;Meningodora longisulca;Kikuchi, 1985;Animalia;Arthropoda;Malacostraca;Decapoda;Acanthephyridae;Meningodora;Species
Meningodora mollis;Meni.moll;CRUS;107596;Meningodora mollis;Smith, 1882;Animalia;Arthropoda;Malacostraca;Decapoda;Acanthephyridae;Meningodora;Species
Meningodora vesca;Meni.vesc;CRUS;107597;Meningodora vesca;(Smith, 1886);Animalia;Arthropoda;Malacostraca;Decapoda;Acanthephyridae;Meningodora;Species
Metapenaeopsis hobbsi;Meta.hobb;CRUS;377494;Metapenaeopsis hobbsi;Pérez Farfante, 1971;Animalia;Arthropoda;Malacostraca;Decapoda;Penaeidae;Metapenaeopsis;Species
Microdictyon sp.;Micr.sp;MACROALGAE;143993;Microdictyon;Decaisne, 1841;Plantae;Chlorophyta;Ulvophyceae;Cladophorales;Anadyomenaceae;Microdictyon;Genus
Monacanthidae sp.;Mona.sp;FISH;125610;Monacanthidae;Nardo, 1843;Animalia;Chordata;Teleostei;Tetraodontiformes;Monacanthidae;NaN;Family
Monacanthus ciliatus;Mona.cili;FISH;159497;Monacanthus ciliatus;(Mitchill, 1818);Animalia;Chordata;Teleostei;Tetraodontiformes;Monacanthidae;Monacanthus;Species
Monanchora arbuscula;Mona.arbu;SPONGES;169016;Monanchora arbuscula;(Duchassaing & Michelotti, 1864);Animalia;Porifera;Demospongiae;Poecilosclerida;Crambeidae;Monanchora;Species
Mulloidichthys martinicus;Mull.mart;FISH;277991;Mulloidichthys martinicus;(Cuvier, 1829);Animalia;Chordata;Teleostei;Mulliformes;Mullidae;Mulloidichthys;Species
Mycteroperca bonaci;Myct.bona;FISH;159231;Mycteroperca bonaci;(Poey, 1860);Animalia;Chordata;Teleostei;Perciformes;Serranidae;Mycteroperca;Species
Myctophidae spp.;Myct.spp;FISH;125498;Myctophidae;Gill, 1893;Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;NaN;Family
Myctophum nitidulum;Myct.niti;FISH;126626;Myctophum nitidulum;Garman, 1899;Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;Myctophum;Species
Myrichthys ocellatus;Myri.ocel;FISH;275486;Myrichthys ocellatus;(Lesueur, 1825);Animalia;Chordata;Teleostei;Anguilliformes;Ophichthidae;Myrichthys;Species
Myripristis jacobus;Myri.jaco;FISH;159385;Myripristis jacobus;Cuvier, 1829;Animalia;Chordata;Teleostei;Holocentriformes;Holocentridae;Myripristis;Species
Naccaria sp.;Nac.end;MACROALGAE;144215;Naccaria;Endlicher, 1836;Plantae;Rhodophyta;Florideophyceae;Bonnemaisoniales;Naccariaceae;Naccaria;Genus
Nanobrachium  sp.;Nanobrachium.sp;FISH;297180;Nanobrachium;Günther, 1887;Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;Nanobrachium;Genus
Nematobrachion boopis;Nema.boop;CRUS;110691;Nematobrachion boopis;(Calman, 1905);Animalia;Arthropoda;Malacostraca;Euphausiacea;Euphausiidae;Nematobrachion;Species
Nematobrachion sp.;Nema.sp;CRUS;110675;Nematobrachion;Calman, 1905;Animalia;Arthropoda;Malacostraca;Euphausiacea;Euphausiidae;Nematobrachion;Genus
Nemichthys scolopaceus;Nemi.scol;FISH;126306;Nemichthys scolopaceus;Richardson, 1848;Animalia;Chordata;Teleostei;Anguilliformes;Nemichthyidae;Nemichthys;Species
Nemichthys sp.;Nemi.sp;FISH;125639;Nemichthys;Richardson, 1848;Animalia;Chordata;Teleostei;Anguilliformes;Nemichthyidae;Nemichthys;Genus
Neognathophausia ingens;Neog.inge;CRUS;220999;Neognathophausia ingens;(Dohrn, 1870);Animalia;Arthropoda;Malacostraca;Lophogastrida;Gnathophausiidae;Neognathophausia;Species
Neogonodactylus sp.;Neog.sp;CRUS;408934;Neogonodactylus;Manning, 1995;Animalia;Arthropoda;Malacostraca;Stomatopoda;Gonodactylidae;Neogonodactylus;Genus
Neoteuthis thielei;Neot.thie;MOLL;342372;Neoteuthis thielei;Naef, 1921;Animalia;Mollusca;Cephalopoda;Oegopsida;Neoteuthidae;Neoteuthis;Species
Nesiarchus nasutus;Nesi.nasu;FISH;126865;Nesiarchus nasutus;Johnson, 1862;Animalia;Chordata;Teleostei;Scombriformes;Gempylidae;Nesiarchus;Species
Notolychnus valdiviae;Noto.vald;FISH;126629;Notolychnus valdiviae;(Brauer, 1904);Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;Notolychnus;Species
Notoscopelus resplendens;Noto.resp;FISH;158916;Notoscopelus resplendens;(Richardson, 1845);Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;Notoscopelus;Species
Notostomus elegans;Noto.eleg;CRUS;107600;Notostomus elegans;A. Milne-Edwards, 1881;Animalia;Arthropoda;Malacostraca;Decapoda;Acanthephyridae;Notostomus;Species
Notostomus gibbosus;Noto.gibb;CRUS;212899;Notostomus gibbosus;A. Milne-Edwards, 1881;Animalia;Arthropoda;Malacostraca;Decapoda;Acanthephyridae;Notostomus;Species
Octopodidae sp.;Octo.sp;MOLL;11782;Octopodidae;d'Orbigny, 1840;Animalia;Mollusca;Cephalopoda;Octopoda;Octopodidae;NaN;Family
Octopoteuthis sicula;Octo.sicu;MOLL;181379;Octopoteuthis sicula;Rüppell, 1844;Animalia;Mollusca;Cephalopoda;Oegopsida;Octopoteuthidae;Octopoteuthis;Species
Octopus hummelincki;Octo.humm;MOLL;341984;Octopus hummelincki;Adam, 1936;Animalia;Mollusca;Cephalopoda;Octopoda;Octopodidae;Octopus;Species
Octopus vulgaris;Octo.vulg;MOLL;140605;Octopus vulgaris;Cuvier, 1797;Animalia;Mollusca;Cephalopoda;Octopoda;Octopodidae;Octopus;Species
Ocythoe tuberculata;Ocyt.tube;MOLL;140610;Ocythoe tuberculata;Rafinesque, 1814;Animalia;Mollusca;Cephalopoda;Octopoda;Ocythoidae;Ocythoe;Species
Ocyurus chrysurus;Ocyu.chry;FISH;159803;Ocyurus chrysurus;(Bloch, 1791);Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Lutjanidae;Ocyurus;Species
Odontodactylus sp.;Odon.sp;CRUS;203960;Odontodactylus;Bigelow, 1893;Animalia;Arthropoda;Malacostraca;Stomatopoda;Odontodactylidae;Odontodactylus;Genus
Odontoscion dentex;Odon.dent;FISH;281837;Odontoscion dentex;(Cuvier, 1830);Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;Odontoscion;Species
Odontostomops normalops;Odon.norm;FISH;126340;Odontostomops normalops;(Parr, 1928);Animalia;Chordata;Teleostei;Aulopiformes;Evermannellidae;Odontostomops;Species
Ogcocephalus vespertilio;Ogco.vesp;FISH;159195;Ogcocephalus vespertilio;(Linnaeus, 1758);Animalia;Chordata;Teleostei;Lophiiformes;Ogcocephalidae;Ogcocephalus;Species
Oliva reticularis;Oliv.reti;MOLL;420126;Oliva reticularis;Lamarck, 1811;Animalia;Mollusca;Gastropoda;Neogastropoda;Olividae;Oliva;Species
Ommastrephes sp.;Omma.sp;MOLL;138279;Ommastrephes;A. d'Orbigny, 1835;Animalia;Mollusca;Cephalopoda;Oegopsida;Ommastrephidae;Ommastrephes;Genus
Omosudis lowii;Omos.lowi;FISH;272087;Omosudis lowii;Günther, 1887;Animalia;Chordata;Teleostei;Aulopiformes;Omosudidae;Omosudis;Species
Oneirodes anisacanthus;Onei.anis;FISH;126569;Oneirodes anisacanthus;(Regan, 1925);Animalia;Chordata;Teleostei;Lophiiformes;Oneirodidae;Oneirodes;Species
Oneirodes carlsbergi;Onei.carl;FISH;126570;Oneirodes carlsbergi;(Regan & Trewavas, 1932);Animalia;Chordata;Teleostei;Lophiiformes;Oneirodidae;Oneirodes;Species
Oneirodes sp.;Oneirodes.sp;FISH;125811;Oneirodes;Lütken, 1871;Animalia;Chordata;Teleostei;Lophiiformes;Oneirodidae;Oneirodes;Genus
Oneirodidae sp.;Oneirodidae.sp;FISH;125496;Oneirodidae;Gill, 1878;Animalia;Chordata;Teleostei;Lophiiformes;Oneirodidae;NaN;Family
Opisthonema oglinum;Opis.ogli;FISH;158695;Opisthonema oglinum;(Lesueur, 1818);Animalia;Chordata;Teleostei;Clupeiformes;Dorosomatidae;Opisthonema;Species
Opisthoproctus soleatus;Opis.sole;FISH;126733;Opisthoproctus soleatus;Vaillant, 1888;Animalia;Chordata;Teleostei;Argentiniformes;Opisthoproctidae;Opisthoproctus;Species
Oplophorus gracilirostris;Oplo.grac;CRUS;212900;Oplophorus gracilirostris;A. Milne-Edwards, 1881;Animalia;Arthropoda;Malacostraca;Decapoda;Oplophoridae;Oplophorus;Species
Ornithoteuthis antillarum;Orni.anti;MOLL;225573;Ornithoteuthis antillarum;Adam, 1957;Animalia;Mollusca;Cephalopoda;Oegopsida;Ommastrephidae;Ornithoteuthis;Species
Orthopristis rubra;Orth.rube;FISH;401818;Orthopristis rubra;(Cuvier, 1830);Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Haemulidae;Orthopristis;Species
Osmundaria obtusiloba;Vida.obtu;MACROALGAE;373140;Osmundaria obtusiloba;(C.Agardh) R.E.Norris, 1991;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae;Vidalia;Species
Pachystomias microdon;Pach.micr;FISH;127367;Pachystomias microdon;(Günther, 1878);Animalia;Chordata;Teleostei;Stomiiformes;Stomiidae;Pachystomias;Species
Padina sanctae-crucis;Padi.sanc;MACROALGAE;373195;Padina sanctae-crucis;Børgesen, 1914;Chromista;Ochrophyta;Phaeophyceae;Dictyotales;Dictyotaceae;Padina;Species
Palaemonidae sp.;Pala.sp;CRUS;106788;Palaemonidae;Rafinesque, 1815;Animalia;Arthropoda;Malacostraca;Decapoda;Palaemonidae;NaN;Family
Panulirus argus;Panu.argu;CRUS;382891;Panulirus argus;(Latreille, 1804);Animalia;Arthropoda;Malacostraca;Decapoda;Palinuridae;Panulirus;Species
Panulirus laevicauda;Panu.laev;CRUS;382899;Panulirus laevicauda;(Latreille, 1817);Animalia;Arthropoda;Malacostraca;Decapoda;Palinuridae;Panulirus;Species
Panulirus sp.;Panu.sp;CRUS;107060;Panulirus;White, 1847;Animalia;Arthropoda;Malacostraca;Decapoda;Palinuridae;Panulirus;Genus
Paracaristius nudarcus;Para.nuda;FISH;712726;Paracaristius nudarcus;Stevenson & Kenaley, 2011;Animalia;Chordata;Teleostei;Scombriformes;Caristiidae;Paracaristius;Species
Paraconger sp.;Paraconger.sp;FISH;125627;Paraconger;Kanazawa, 1961;Animalia;Chordata;Teleostei;Anguilliformes;Congridae;Paraconger;Genus
Paralepididae sp.;Paralepididae.sp;FISH;125447;Paralepididae;Bonaparte, 1835;Animalia;Chordata;Teleostei;Aulopiformes;Paralepididae;NaN;Family
Paralichthyidae sp.;Paralichthyidae.sp;FISH;154168;Paralichthyidae;Regan, 1910;Animalia;Chordata;Teleostei;Pleuronectiformes;Paralichthyidae;NaN;Family
Paranthias furcifer;Para.furc;FISH;282084;Paranthias furcifer;(Valenciennes, 1828);Animalia;Chordata;Teleostei;Perciformes;Serranidae;Paranthias;Species
Parapasiphae sulcatifrons;Para.sulc;CRUS;107673;Parapasiphae sulcatifrons;Smith, 1884;Animalia;Arthropoda;Malacostraca;Decapoda;Pasiphaeidae;Parapasiphae;Species
Parasquilla meridionalis;Para.meri;CRUS;409161;Parasquilla meridionalis;Manning, 1961;Animalia;Arthropoda;Malacostraca;Stomatopoda;Parasquillidae;Parasquilla;Species
Parasudis truculenta;Para.truc;FISH;158868;Parasudis truculenta;(Goode & Bean, 1896);Animalia;Chordata;Teleostei;Aulopiformes;Chlorophthalmidae;Parasudis;Species
Pareques acuminatus;Pare.acum;FISH;282139;Pareques acuminatus;(Bloch & Schneider, 1801);Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;Pareques;Species
Paroncheilus affinis;Paro.affi;FISH;320100;Paroncheilus affinis;(Poey, 1875);Animalia;Chordata;Teleostei;Kurtiformes;Apogonidae;Paroncheilus;Species
Parribacus antarcticus;Parr.anta;CRUS;210364;Parribacus antarcticus;(Lund, 1793);Animalia;Arthropoda;Malacostraca;Decapoda;Scyllaridae;Parribacus;Species
Pasiphaea antea;Pasi.ante;CRUS;1252724;Pasiphaea antea;Rodrigues, Alves-Junior & Cardoso, 2018;Animalia;Arthropoda;Malacostraca;Decapoda;Pasiphaeidae;Pasiphaea;Species
